6/28/2016,Patient Search - Staph Project, 4:23:07PM,,,,,
PATIENT_ID,PATIENT_NAME,BIRTHDATE,WEIGHT_KG,WEIGHT_DATE,SPECIES,BREED,SEX
180329,SADIE,12/1/2008,21.3,12/17/2014,CANINE,BASSET HOUND,FS
180473,AVA MALABIG,2/1/2007,41,1/26/2015,CANINE,GERMAN SHEPHERD DOG,F
180750,MYSTIQUE,12/1/2011,29.7,11/5/2013,CANINE,AMERICAN STAFFORDSHIRE TERRIER,FS
180753,LUCKY,7/7/2002,26.8,12/3/2013,CANINE,AMERICAN STAFFORDSHIRE TERRIER,FS
180788,HARLEY,4/4/2004,12.2,9/24/2013,CANINE,RAT TERRIER,MC
180795,RYLIE,3/1/2012,26.1,11/30/2014,CANINE,DOBERMAN PINSCHER,FS
180821,BOSTON,7/15/2007,39.4,8/3/2015,CANINE,GERMAN SHEPHERD DOG,MC
180843,MERRY,12/2/2007,37.1,12/14/2015,CANINE,LABRADOR RETRIEVER,FS
180898,ISADORE,4/17/2006,8.4,9/19/2013,CANINE,SCHNAUZER- MINIATURE,MC
180924,PIERRE,7/29/2009,4.734,10/9/2013,CANINE,POODLE- MINIATURE,MC
181116,BELLA,11/19/2004,3.45,10/10/2013,CANINE,MALTESE,FS
181271,HOLLY,11/1/2006,4.6,10/1/2013,CANINE,SHIH TZU,F
181466,LANCE,10/1/2004,23.3,1/10/2014,CANINE,LABRADOR RETRIEVER,MC
181469,MIKE,11/1/2010,32.1,5/9/2014,CANINE,COONHOUND,MC
181479,DOTTIE,11/15/2010,26.6,2/19/2014,CANINE,HOUND,FS
181487,ABBY,1/8/2002,16,8/4/2014,CANINE,TERRIER,FS
181502,HARLEY,10/26/2002,14.1,10/16/2013,CANINE,BOSTON TERRIER,MC
181512,HANK,2/1/2002,8.2,4/5/2016,CANINE,BICHON FRISE,MC
181513,BELLA,2/5/2012,30.6,12/3/2013,CANINE,LABRADOR RETRIEVER,FS
181516,HOLLYWOOD,9/30/2008,8.3,10/23/2013,CANINE,PUG,FS
181526,DAISY,11/22/2011,9.4,3/11/2014,CANINE,WEST HIGHLAND WHITE TERRIER,FS
181528,MAGGIE,4/22/2009,23.6,10/29/2013,CANINE,"BULLDOG, ENGLISH",FS
181548,ETHEL,8/10/2007,43,11/5/2013,CANINE,BLOODHOUND,FS
181728,HOLLY,10/31/2007,28.9,9/11/2013,CANINE,BERNESE MOUNTAIN DOG,FS
181764,ROSIE,12/7/2012,25.6,12/3/2013,CANINE,GOLDEN RETRIEVER,FS
181853,DIESEL N008,4/17/2007,28.1,11/18/2013,CANINE,BELGIAN MALINOIS,M
181960,LUCY,3/5/2000,9.1,11/4/2013,CANINE,AMERICAN COCKER SPANIEL,FS
182014,BELLA,4/1/2002,0,,CANINE,SIBERIAN HUSKY,UNK
182019,SADIE,4/30/2008,27.5,12/6/2013,CANINE,GOLDENDOODLE,FS
182025,MISTY GIRL,4/16/2009,38.6,10/26/2013,CANINE,LABRADOODLE,FS
182030,NICO,10/25/2010,46.3,1/3/2014,CANINE,ROTTWEILER,MC
182181,EMMA,5/15/2012,16.5,11/3/2013,CANINE,MIXED BREED DOG,FS
182211,SASHA,11/7/2009,6.4,11/21/2013,CANINE,CHIHUAHUA- LONG HAIRED,FS
182300,ALEXIA,4/15/2007,27.6,11/25/2013,CANINE,GERMAN SHEPHERD DOG,FS
182326,SWIFT,7/1/2007,35.5,2/28/2014,CANINE,LABRADOR RETRIEVER,F
182681,SUZETTE,11/25/2001,2.32,4/1/2015,FELINE,DOMESTIC SHORTHAIRED CAT,FS
182769,BEN,11/7/2007,8.1,12/6/2013,CANINE,LHASA APSO,MC
182883,DAISY,2/11/2011,7.5,2/26/2016,CANINE,CAVALIER KING CHARLES SPANIEL,FS
182892,WINSTON,2/14/2010,43.149,12/19/2013,CANINE,GREAT PYRENEES,MC
183035,SHERPA,12/1/2009,38.9,4/13/2016,CANINE,LABRADOR RETRIEVER,M
183515,FENWAY,9/21/2011,8.8,2/8/2016,CANINE,BOSTON TERRIER,FS
201,,,,,,,
C:\Users\plandrew\Documents\CRYSTAL Reports\Studies\Patient Search_D (w_love).rpt,,,,,,,
